order_item_id,order_id,product_id,sku,name,category_name,brand,quantity,price,original_price,total_price,rating,review
ORI-001267,ORD-260124-0940,COOL-003,DEEPCOOL-AK620-DIGITAL,"Tản nhiệt khí DeepCool AK620 Digital (Dual Tower, 2x120mm)",Tản nhiệt - Cooling,Deepcool,1,1490000,1800000,1490000,4,"Chất lượng ổn áp, chạy ngon lành, đóng gói kỹ càng."
ORI-001268,ORD-260107-0941,MB-002,MSI-MAG-Z790-TOMAHAWK,"Mainboard MSI MAG Z790 Tomahawk WiFi (LGA 1700, DDR5, ATX)",Mainboard - Bo mạch chủ,MSI,1,6990000,7800000,6990000,4,"Thiết kế đẹp, chạy mát, dịch vụ chăm sóc khách hàng khá tốt."
ORI-001269,ORD-250912-0942,PSU-001,CORSAIR-HX1000I-1000W,Nguồn Corsair HX1000i 1000W 80 Plus Platinum Full Modular,PSU - Nguồn máy tính,Corsair,1,4990000,5500000,4990000,5,"Rất đáng tiền, chạy mượt mà, chính hãng 100%."
ORI-001270,ORD-250821-0943,MB-001,ASUS-ROG-MAXIMUS-Z790,"Mainboard ASUS ROG Maximus Z790 Hero (LGA 1700, DDR5, ATX)",Mainboard - Bo mạch chủ,ASUS,1,15990000,18000000,15990000,5,"Rất đáng tiền, chạy mượt mà, chính hãng 100%."
ORI-001271,ORD-250821-0943,FAN-002,NOCTUA-NF-A12X25-PWM,Fan Case Noctua NF-A12x25 PWM 120mm (Hiệu suất cao),Fan - Quạt tản nhiệt,Noctua,1,990000,1200000,990000,3,"Hiệu năng đủ dùng cho tác vụ cơ bản, nhiệt độ hơi ấm khi tải nặng."
ORI-001272,ORD-251227-0944,RAM-002,GSKILL-DDR5-32GB-6000,RAM G.Skill Trident Z5 RGB DDR5 32GB (2x16GB) 6000MHz CL30,RAM - Bộ nhớ trong,G.Skill,1,3690000,4200000,3690000,5,"Hàng chuẩn GearVN, nguyên seal mới cứng, bảo hành đầy đủ. Vote 5 sao!"
ORI-001273,ORD-250827-0945,CPU-003,INTEL-I5-14600K,"CPU Intel Core i5-14600K (3.5GHz Turbo 5.3GHz, 14 nhân 20 luồng)",CPU - Bộ vi xử lý,Intel,1,5490000,6200000,5490000,5,"Lắp đặt dễ dàng, chạy êm ái và mát mẻ. Shop hỗ trợ nhiệt tình."
ORI-001274,ORD-260127-0946,PSU-003,COOLERMASTER-V750-GOLD,Nguồn Cooler Master MWE Gold 750W 80 Plus Gold Full Modular,PSU - Nguồn máy tính,Cooler Master,1,2490000,2900000,2490000,5,"Hàng chuẩn GearVN, nguyên seal mới cứng, bảo hành đầy đủ. Vote 5 sao!"
ORI-001275,ORD-250804-0947,COOL-001,CORSAIR-H150I-ELITE-360MM,Tản nhiệt nước AIO Corsair iCUE H150i Elite LCD 360mm,Tản nhiệt - Cooling,Corsair,1,4490000,5000000,4490000,5,"Hàng chuẩn GearVN, nguyên seal mới cứng, bảo hành đầy đủ. Vote 5 sao!"
ORI-001276,ORD-250911-0948,RAM-002,GSKILL-DDR5-32GB-6000,RAM G.Skill Trident Z5 RGB DDR5 32GB (2x16GB) 6000MHz CL30,RAM - Bộ nhớ trong,G.Skill,1,3690000,4200000,3690000,5,"Sản phẩm cực kỳ chất lượng, đóng gói cẩn thận, giao hàng nhanh."
ORI-001277,ORD-250913-0949,MONITOR-001,LG-27GP850P-27-QHD-165HZ,"Màn hình LG UltraGear 27GP850P-B 27"" QHD IPS 165Hz 1ms",Màn hình - Monitor,LG,1,8990000,10500000,8990000,5,"Lắp đặt dễ dàng, chạy êm ái và mát mẻ. Shop hỗ trợ nhiệt tình."
ORI-001278,ORD-251126-0950,MOUSE-002,RAZER-DEATHADDER-V3-HTE,Chuột gaming Razer DeathAdder V3 HyperSpeed (Không dây),Chuột - Mouse,Razer,1,1890000,2200000,1890000,5,"Rất đáng tiền, chạy mượt mà, chính hãng 100%."
ORI-001279,ORD-251108-0951,CASE-001,LIANLI-PC-O11D-EVO,"Vỏ Case Lian Li PC-O11 Dynamic Evo (Mid Tower, ATX)",Case - Vỏ máy tính,Lian Li,1,3490000,3900000,3490000,4,"Chất lượng ổn áp, chạy ngon lành, đóng gói kỹ càng."
ORI-001280,ORD-251108-0951,CPU-003,INTEL-I5-14600K,"CPU Intel Core i5-14600K (3.5GHz Turbo 5.3GHz, 14 nhân 20 luồng)",CPU - Bộ vi xử lý,Intel,1,5490000,6200000,5490000,5,"Lắp đặt dễ dàng, chạy êm ái và mát mẻ. Shop hỗ trợ nhiệt tình."
ORI-001281,ORD-260228-0952,MOUSE-001,LOGITECH-G-PRO-X-SUPERLIGHT2,"Chuột gaming Logitech G Pro X Superlight 2 (Không dây, 32000 DPI)",Chuột - Mouse,Logitech,1,3390000,3800000,3390000,5,"Rất đáng tiền, chạy mượt mà, chính hãng 100%."
ORI-001282,ORD-260130-0953,MB-002,MSI-MAG-Z790-TOMAHAWK,"Mainboard MSI MAG Z790 Tomahawk WiFi (LGA 1700, DDR5, ATX)",Mainboard - Bo mạch chủ,MSI,1,6990000,7800000,6990000,,
ORI-001283,ORD-250625-0954,GPU-002,MSI-RTX4080-SUPER-16G,VGA MSI GeForce RTX 4080 Super 16GB Gaming X Slim,VGA - Card màn hình,MSI,1,26990000,30000000,26990000,4,"Sản phẩm tốt, nhân viên tư vấn nhiệt tình, sẽ tiếp tục ủng hộ."
ORI-001284,ORD-250825-0955,RAM-002,GSKILL-DDR5-32GB-6000,RAM G.Skill Trident Z5 RGB DDR5 32GB (2x16GB) 6000MHz CL30,RAM - Bộ nhớ trong,G.Skill,1,3690000,4200000,3690000,5,"Thiết kế đẹp mắt, hiệu năng vượt trội so với tầm giá. Rất hài lòng!"
ORI-001285,ORD-260120-0956,KB-002,RAZER-BLACKWIDOW-V4-75,Bàn phím cơ Razer BlackWidow V4 75% (Razer Yellow Switch),Bàn phím - Keyboard,Razer,1,3290000,3800000,3290000,5,"Lắp đặt dễ dàng, chạy êm ái và mát mẻ. Shop hỗ trợ nhiệt tình."
ORI-001286,ORD-251220-0957,COOL-003,DEEPCOOL-AK620-DIGITAL,"Tản nhiệt khí DeepCool AK620 Digital (Dual Tower, 2x120mm)",Tản nhiệt - Cooling,Deepcool,1,1490000,1800000,1490000,4,"Chất lượng ổn áp, chạy ngon lành, đóng gói kỹ càng."
ORI-001287,ORD-260531-0958,SSD-004,CRUCIAL-P5-PLUS-500GB,SSD Crucial P5 Plus 500GB NVMe M.2 PCIe Gen4,SSD - Ổ cứng thể rắn,Crucial,1,990000,1200000,990000,5,"Thiết kế đẹp mắt, hiệu năng vượt trội so với tầm giá. Rất hài lòng!"
ORI-001288,ORD-250911-0959,CPU-002,INTEL-I7-14700K,"CPU Intel Core i7-14700K (3.4GHz Turbo 5.6GHz, 20 nhân 28 luồng)",CPU - Bộ vi xử lý,Intel,1,8490000,9500000,8490000,4,"Hiệu năng tốt trong tầm giá, dùng mượt mà không lỗi lầm gì."
ORI-001289,ORD-260418-0960,MB-001,ASUS-ROG-MAXIMUS-Z790,"Mainboard ASUS ROG Maximus Z790 Hero (LGA 1700, DDR5, ATX)",Mainboard - Bo mạch chủ,ASUS,1,15990000,18000000,15990000,5,"Thiết kế đẹp mắt, hiệu năng vượt trội so với tầm giá. Rất hài lòng!"
ORI-001290,ORD-260418-0960,PSU-003,COOLERMASTER-V750-GOLD,Nguồn Cooler Master MWE Gold 750W 80 Plus Gold Full Modular,PSU - Nguồn máy tính,Cooler Master,1,2490000,2900000,2490000,5,"Rất đáng tiền, chạy mượt mà, chính hãng 100%."
ORI-001291,ORD-260327-0961,PSU-001,CORSAIR-HX1000I-1000W,Nguồn Corsair HX1000i 1000W 80 Plus Platinum Full Modular,PSU - Nguồn máy tính,Corsair,1,4990000,5500000,4990000,5,"Sản phẩm cực kỳ chất lượng, đóng gói cẩn thận, giao hàng nhanh."
ORI-001292,ORD-250821-0962,CPU-002,INTEL-I7-14700K,"CPU Intel Core i7-14700K (3.4GHz Turbo 5.6GHz, 20 nhân 28 luồng)",CPU - Bộ vi xử lý,Intel,1,8490000,9500000,8490000,5,"Rất đáng tiền, chạy mượt mà, chính hãng 100%."
ORI-001293,ORD-251114-0963,SSD-004,CRUCIAL-P5-PLUS-500GB,SSD Crucial P5 Plus 500GB NVMe M.2 PCIe Gen4,SSD - Ổ cứng thể rắn,Crucial,1,990000,1200000,990000,5,"Sản phẩm cực kỳ chất lượng, đóng gói cẩn thận, giao hàng nhanh."
ORI-001294,ORD-251114-0963,CPU-006,INTEL-I3-14100F,"CPU Intel Core i3-14100F (3.5GHz Turbo 4.7GHz, 4 nhân 8 luồng)",CPU - Bộ vi xử lý,Intel,1,2490000,2800000,2490000,5,"Lắp đặt dễ dàng, chạy êm ái và mát mẻ. Shop hỗ trợ nhiệt tình."
ORI-001295,ORD-251120-0964,SSD-003,KINGSTON-KC3000-1TB,SSD Kingston KC3000 1TB NVMe M.2 PCIe Gen4,SSD - Ổ cứng thể rắn,Kingston,1,1890000,2200000,1890000,5,"Rất đáng tiền, chạy mượt mà, chính hãng 100%."
ORI-001296,ORD-250809-0965,CHAIR-001,SECRETLAB-TITAN-EVO-2022,"Ghế gaming Secretlab Titan Evo 2022 (SoftWeave Plus, Medium)",Ghế gaming - Gaming Chair,Secretlab,1,12990000,14500000,12990000,4,"Sản phẩm tốt, nhân viên tư vấn nhiệt tình, sẽ tiếp tục ủng hộ."
ORI-001297,ORD-260103-0966,PSU-001,CORSAIR-HX1000I-1000W,Nguồn Corsair HX1000i 1000W 80 Plus Platinum Full Modular,PSU - Nguồn máy tính,Corsair,1,4990000,5500000,4990000,4,"Thiết kế đẹp, chạy mát, dịch vụ chăm sóc khách hàng khá tốt."
ORI-001298,ORD-260103-0966,CPU-002,INTEL-I7-14700K,"CPU Intel Core i7-14700K (3.4GHz Turbo 5.6GHz, 20 nhân 28 luồng)",CPU - Bộ vi xử lý,Intel,1,8490000,9500000,8490000,5,"Thiết kế đẹp mắt, hiệu năng vượt trội so với tầm giá. Rất hài lòng!"
ORI-001299,ORD-251209-0967,MONITOR-001,LG-27GP850P-27-QHD-165HZ,"Màn hình LG UltraGear 27GP850P-B 27"" QHD IPS 165Hz 1ms",Màn hình - Monitor,LG,1,8990000,10500000,8990000,5,"Hàng chuẩn GearVN, nguyên seal mới cứng, bảo hành đầy đủ. Vote 5 sao!"
ORI-001300,ORD-251209-0968,GPU-003,GIGABYTE-RTX4070-SUPER-12G,VGA GIGABYTE GeForce RTX 4070 Super Gaming OC 12GB,VGA - Card màn hình,GIGABYTE,1,16490000,18500000,16490000,4,"Thiết kế đẹp, chạy mát, dịch vụ chăm sóc khách hàng khá tốt."
ORI-001301,ORD-260201-0969,RAM-002,GSKILL-DDR5-32GB-6000,RAM G.Skill Trident Z5 RGB DDR5 32GB (2x16GB) 6000MHz CL30,RAM - Bộ nhớ trong,G.Skill,1,3690000,4200000,3690000,4,"Chất lượng ổn áp, chạy ngon lành, đóng gói kỹ càng."
ORI-001302,ORD-260129-0970,CPU-006,INTEL-I3-14100F,"CPU Intel Core i3-14100F (3.5GHz Turbo 4.7GHz, 4 nhân 8 luồng)",CPU - Bộ vi xử lý,Intel,1,2490000,2800000,2490000,4,"Hiệu năng tốt trong tầm giá, dùng mượt mà không lỗi lầm gì."
ORI-001303,ORD-250928-0971,CPU-001,INTEL-I9-14900K,"CPU Intel Core i9-14900K (3.2GHz Turbo 6.0GHz, 24 nhân 32 luồng)",CPU - Bộ vi xử lý,Intel,1,12990000,14500000,12990000,5,"Sản phẩm cực kỳ chất lượng, đóng gói cẩn thận, giao hàng nhanh."
ORI-001304,ORD-250928-0971,PSU-001,CORSAIR-HX1000I-1000W,Nguồn Corsair HX1000i 1000W 80 Plus Platinum Full Modular,PSU - Nguồn máy tính,Corsair,1,4990000,5500000,4990000,5,"Sản phẩm cực kỳ chất lượng, đóng gói cẩn thận, giao hàng nhanh."
ORI-001305,ORD-251005-0972,MB-001,ASUS-ROG-MAXIMUS-Z790,"Mainboard ASUS ROG Maximus Z790 Hero (LGA 1700, DDR5, ATX)",Mainboard - Bo mạch chủ,ASUS,1,15990000,18000000,15990000,5,"Lắp đặt dễ dàng, chạy êm ái và mát mẻ. Shop hỗ trợ nhiệt tình."
ORI-001306,ORD-251120-0973,CHAIR-001,SECRETLAB-TITAN-EVO-2022,"Ghế gaming Secretlab Titan Evo 2022 (SoftWeave Plus, Medium)",Ghế gaming - Gaming Chair,Secretlab,1,12990000,14500000,12990000,5,"Thiết kế đẹp mắt, hiệu năng vượt trội so với tầm giá. Rất hài lòng!"
ORI-001307,ORD-251123-0974,COOL-003,DEEPCOOL-AK620-DIGITAL,"Tản nhiệt khí DeepCool AK620 Digital (Dual Tower, 2x120mm)",Tản nhiệt - Cooling,Deepcool,1,1490000,1800000,1490000,4,"Chất lượng ổn áp, chạy ngon lành, đóng gói kỹ càng."
ORI-001308,ORD-251125-0975,CASE-002,JONSBO-D41-MESH,"Vỏ Case Jonsbo D41 Mesh Screen (Mid Tower, ATX, Màn hình LCD)",Case - Vỏ máy tính,Jonsbo,1,2290000,2600000,2290000,,
ORI-001309,ORD-260410-0976,MONITOR-002,SAMSUNG-ODYSSEY-G7-32-4K,"Màn hình Samsung Odyssey G7 32"" 4K UHD 144Hz IPS",Màn hình - Monitor,Samsung,1,12990000,15000000,12990000,4,"Sản phẩm tốt, nhân viên tư vấn nhiệt tình, sẽ tiếp tục ủng hộ."
ORI-001310,ORD-260610-0977,FAN-002,NOCTUA-NF-A12X25-PWM,Fan Case Noctua NF-A12x25 PWM 120mm (Hiệu suất cao),Fan - Quạt tản nhiệt,Noctua,1,990000,1200000,990000,5,"Hàng chuẩn GearVN, nguyên seal mới cứng, bảo hành đầy đủ. Vote 5 sao!"
ORI-001311,ORD-260610-0977,RAM-002,GSKILL-DDR5-32GB-6000,RAM G.Skill Trident Z5 RGB DDR5 32GB (2x16GB) 6000MHz CL30,RAM - Bộ nhớ trong,G.Skill,1,3690000,4200000,3690000,5,"Rất đáng tiền, chạy mượt mà, chính hãng 100%."
ORI-001312,ORD-251211-0978,CPU-005,AMD-R7-7700X,"CPU AMD Ryzen 7 7700X (4.5GHz Turbo 5.4GHz, 8 nhân 16 luồng)",CPU - Bộ vi xử lý,AMD,1,6890000,7500000,6890000,5,"Rất đáng tiền, chạy mượt mà, chính hãng 100%."
ORI-001313,ORD-250726-0979,SSD-001,SAMSUNG-980-PRO-2TB,SSD Samsung 980 Pro 2TB NVMe M.2 PCIe Gen4,SSD - Ổ cứng thể rắn,Samsung,1,3490000,3900000,3490000,5,"Rất đáng tiền, chạy mượt mà, chính hãng 100%."
ORI-001314,ORD-251127-0980,GPU-001,ASUS-ROG-RTX4090-24G,VGA ASUS ROG Strix GeForce RTX 4090 24GB GDDR6X OC,VGA - Card màn hình,ASUS,1,52990000,58000000,52990000,4,"Sản phẩm tốt, nhân viên tư vấn nhiệt tình, sẽ tiếp tục ủng hộ."
ORI-001315,ORD-251219-0981,SSD-003,KINGSTON-KC3000-1TB,SSD Kingston KC3000 1TB NVMe M.2 PCIe Gen4,SSD - Ổ cứng thể rắn,Kingston,1,1890000,2200000,1890000,5,"Rất đáng tiền, chạy mượt mà, chính hãng 100%."
ORI-001316,ORD-251124-0982,COOL-002,THERMALRIGHT-PHANTOM-SPIRIT-120,Tản nhiệt khí Thermalright Phantom Spirit 120 SE ARGB,Tản nhiệt - Cooling,Thermalright,1,990000,1200000,990000,2,"Hiệu năng không đúng như quảng cáo, hay bị sụt nguồn đột ngột."
ORI-001317,ORD-260213-0983,MB-002,MSI-MAG-Z790-TOMAHAWK,"Mainboard MSI MAG Z790 Tomahawk WiFi (LGA 1700, DDR5, ATX)",Mainboard - Bo mạch chủ,MSI,1,6990000,7800000,6990000,4,"Thiết kế đẹp, chạy mát, dịch vụ chăm sóc khách hàng khá tốt."
ORI-001318,ORD-260123-0984,CASE-001,LIANLI-PC-O11D-EVO,"Vỏ Case Lian Li PC-O11 Dynamic Evo (Mid Tower, ATX)",Case - Vỏ máy tính,Lian Li,1,3490000,3900000,3490000,3,"Hiệu năng đủ dùng cho tác vụ cơ bản, nhiệt độ hơi ấm khi tải nặng."
ORI-001319,ORD-260212-0985,HDD-002,WD-RED-PLUS-8TB,"Ổ cứng HDD WD Red Plus 8TB 3.5"" SATA NAS",HDD - Ổ cứng cơ,Western Digital,1,4490000,5200000,4490000,5,"Lắp đặt dễ dàng, chạy êm ái và mát mẻ. Shop hỗ trợ nhiệt tình."
ORI-001320,ORD-251117-0986,SSD-003,KINGSTON-KC3000-1TB,SSD Kingston KC3000 1TB NVMe M.2 PCIe Gen4,SSD - Ổ cứng thể rắn,Kingston,1,1890000,2200000,1890000,5,"Hàng chuẩn GearVN, nguyên seal mới cứng, bảo hành đầy đủ. Vote 5 sao!"
ORI-001321,ORD-251117-0986,GPU-003,GIGABYTE-RTX4070-SUPER-12G,VGA GIGABYTE GeForce RTX 4070 Super Gaming OC 12GB,VGA - Card màn hình,GIGABYTE,1,16490000,18500000,16490000,5,"Sản phẩm cực kỳ chất lượng, đóng gói cẩn thận, giao hàng nhanh."
ORI-001322,ORD-250917-0987,GPU-005,MSI-RTX4060-TI-8G-VENTUS,VGA MSI GeForce RTX 4060 Ti 8G Ventus 2X OC,VGA - Card màn hình,MSI,1,9490000,11000000,9490000,3,"Dùng tạm ổn, nhưng vỏ hộp hơi móp méo khi vận chuyển."
ORI-001323,ORD-250917-0987,HEADSET-001,CORSAIR-VIRTUOSO-RGB-XT,Tai nghe gaming Corsair Virtuoso RGB Wireless XT,Tai nghe - Headset,Corsair,1,4290000,5000000,4290000,5,"Hàng chuẩn GearVN, nguyên seal mới cứng, bảo hành đầy đủ. Vote 5 sao!"
ORI-001324,ORD-260505-0988,CPU-004,AMD-R9-7950X,"CPU AMD Ryzen 9 7950X (4.5GHz Turbo 5.7GHz, 16 nhân 32 luồng)",CPU - Bộ vi xử lý,AMD,1,13490000,15000000,13490000,5,"Lắp đặt dễ dàng, chạy êm ái và mát mẻ. Shop hỗ trợ nhiệt tình."
ORI-001325,ORD-260409-0989,MB-003,GIGABYTE-X670E-AORUS-MASTER,"Mainboard GIGABYTE X670E AORUS Master (AM5, DDR5, ATX)",Mainboard - Bo mạch chủ,GIGABYTE,1,11490000,13000000,11490000,5,"Thiết kế đẹp mắt, hiệu năng vượt trội so với tầm giá. Rất hài lòng!"
ORI-001326,ORD-260409-0989,PSU-001,CORSAIR-HX1000I-1000W,Nguồn Corsair HX1000i 1000W 80 Plus Platinum Full Modular,PSU - Nguồn máy tính,Corsair,1,4990000,5500000,4990000,4,"Sản phẩm tốt, nhân viên tư vấn nhiệt tình, sẽ tiếp tục ủng hộ."
ORI-001327,ORD-250730-0990,GPU-002,MSI-RTX4080-SUPER-16G,VGA MSI GeForce RTX 4080 Super 16GB Gaming X Slim,VGA - Card màn hình,MSI,1,26990000,30000000,26990000,5,"Hàng chuẩn GearVN, nguyên seal mới cứng, bảo hành đầy đủ. Vote 5 sao!"
ORI-001328,ORD-260424-0991,MOUSE-002,RAZER-DEATHADDER-V3-HTE,Chuột gaming Razer DeathAdder V3 HyperSpeed (Không dây),Chuột - Mouse,Razer,1,1890000,2200000,1890000,5,"Thiết kế đẹp mắt, hiệu năng vượt trội so với tầm giá. Rất hài lòng!"
ORI-001329,ORD-250816-0992,MB-004,ASUS-TUF-B760M-PLUS-WIFI,"Mainboard ASUS TUF Gaming B760M-Plus WiFi (LGA 1700, DDR5, mATX)",Mainboard - Bo mạch chủ,ASUS,1,3990000,4500000,3990000,5,"Sản phẩm cực kỳ chất lượng, đóng gói cẩn thận, giao hàng nhanh."
ORI-001330,ORD-250816-0992,CPU-002,INTEL-I7-14700K,"CPU Intel Core i7-14700K (3.4GHz Turbo 5.6GHz, 20 nhân 28 luồng)",CPU - Bộ vi xử lý,Intel,1,8490000,9500000,8490000,5,"Rất đáng tiền, chạy mượt mà, chính hãng 100%."
ORI-001331,ORD-260131-0993,SSD-003,KINGSTON-KC3000-1TB,SSD Kingston KC3000 1TB NVMe M.2 PCIe Gen4,SSD - Ổ cứng thể rắn,Kingston,1,1890000,2200000,1890000,5,"Sản phẩm cực kỳ chất lượng, đóng gói cẩn thận, giao hàng nhanh."
ORI-001332,ORD-251109-0994,MB-002,MSI-MAG-Z790-TOMAHAWK,"Mainboard MSI MAG Z790 Tomahawk WiFi (LGA 1700, DDR5, ATX)",Mainboard - Bo mạch chủ,MSI,1,6990000,7800000,6990000,4,"Chất lượng ổn áp, chạy ngon lành, đóng gói kỹ càng."
ORI-001333,ORD-260531-0995,MONITOR-002,SAMSUNG-ODYSSEY-G7-32-4K,"Màn hình Samsung Odyssey G7 32"" 4K UHD 144Hz IPS",Màn hình - Monitor,Samsung,1,12990000,15000000,12990000,5,"Rất đáng tiền, chạy mượt mà, chính hãng 100%."
ORI-001334,ORD-260102-0996,GPU-002,MSI-RTX4080-SUPER-16G,VGA MSI GeForce RTX 4080 Super 16GB Gaming X Slim,VGA - Card màn hình,MSI,1,26990000,30000000,26990000,5,"Hàng chuẩn GearVN, nguyên seal mới cứng, bảo hành đầy đủ. Vote 5 sao!"
ORI-001335,ORD-260102-0996,CPU-005,AMD-R7-7700X,"CPU AMD Ryzen 7 7700X (4.5GHz Turbo 5.4GHz, 8 nhân 16 luồng)",CPU - Bộ vi xử lý,AMD,1,6890000,7500000,6890000,5,"Sản phẩm cực kỳ chất lượng, đóng gói cẩn thận, giao hàng nhanh."
ORI-001336,ORD-251016-0997,RAM-001,CORSAIR-DDR5-32GB-6000,RAM Corsair Dominator Titanium DDR5 32GB (2x16GB) 6000MHz,RAM - Bộ nhớ trong,Corsair,1,3990000,4500000,3990000,3,"Dùng tạm ổn, nhưng vỏ hộp hơi móp méo khi vận chuyển."
ORI-001337,ORD-250926-0998,HEADSET-001,CORSAIR-VIRTUOSO-RGB-XT,Tai nghe gaming Corsair Virtuoso RGB Wireless XT,Tai nghe - Headset,Corsair,1,4290000,5000000,4290000,4,"Sản phẩm tốt, nhân viên tư vấn nhiệt tình, sẽ tiếp tục ủng hộ."
ORI-001338,ORD-250926-0998,MOUSE-002,RAZER-DEATHADDER-V3-HTE,Chuột gaming Razer DeathAdder V3 HyperSpeed (Không dây),Chuột - Mouse,Razer,1,1890000,2200000,1890000,5,"Lắp đặt dễ dàng, chạy êm ái và mát mẻ. Shop hỗ trợ nhiệt tình."
ORI-001339,ORD-251001-0999,CPU-005,AMD-R7-7700X,"CPU AMD Ryzen 7 7700X (4.5GHz Turbo 5.4GHz, 8 nhân 16 luồng)",CPU - Bộ vi xử lý,AMD,1,6890000,7500000,6890000,2,"Giao sai phiên bản màu sắc, đang chờ shop đổi trả."
ORI-001340,ORD-251001-0999,SSD-001,SAMSUNG-980-PRO-2TB,SSD Samsung 980 Pro 2TB NVMe M.2 PCIe Gen4,SSD - Ổ cứng thể rắn,Samsung,1,3490000,3900000,3490000,1,"Sản phẩm bị lỗi hỏng ngay khi bóc hộp, không lên nguồn. Dịch vụ tệ."
ORI-001341,ORD-260325-1000,SSD-001,SAMSUNG-980-PRO-2TB,SSD Samsung 980 Pro 2TB NVMe M.2 PCIe Gen4,SSD - Ổ cứng thể rắn,Samsung,1,3490000,3900000,3490000,5,"Rất đáng tiền, chạy mượt mà, chính hãng 100%."
ORI-001342,ORD-260210-1001,PSU-002,SEASONIC-FOCUS-GX-850,Nguồn Seasonic Focus GX 850W 80 Plus Gold Full Modular,PSU - Nguồn máy tính,Seasonic,1,3290000,3800000,3290000,4,"Sản phẩm dùng tốt, đúng mô tả, tuy nhiên giao hàng hơi trễ 1 ngày."
ORI-001343,ORD-250915-1002,KB-002,RAZER-BLACKWIDOW-V4-75,Bàn phím cơ Razer BlackWidow V4 75% (Razer Yellow Switch),Bàn phím - Keyboard,Razer,1,3290000,3800000,3290000,5,"Hàng chuẩn GearVN, nguyên seal mới cứng, bảo hành đầy đủ. Vote 5 sao!"
ORI-001344,ORD-251110-1003,COOL-002,THERMALRIGHT-PHANTOM-SPIRIT-120,Tản nhiệt khí Thermalright Phantom Spirit 120 SE ARGB,Tản nhiệt - Cooling,Thermalright,1,990000,1200000,990000,5,"Rất đáng tiền, chạy mượt mà, chính hãng 100%."
ORI-001345,ORD-251110-1003,FAN-001,LIANLI-UNI-FAN-AL120-3PACK,"Fan Case Lian Li UNI FAN AL120 RGB (3-Pack, Daisy-chain)",Fan - Quạt tản nhiệt,Lian Li,1,1490000,1800000,1490000,5,"Rất đáng tiền, chạy mượt mà, chính hãng 100%."
ORI-001346,ORD-250720-1004,CPU-002,INTEL-I7-14700K,"CPU Intel Core i7-14700K (3.4GHz Turbo 5.6GHz, 20 nhân 28 luồng)",CPU - Bộ vi xử lý,Intel,1,8490000,9500000,8490000,1,"Hàng cũ đóng lại seal, chạy lỗi liên tục, bảo hành rất phiền phức. Không nên mua."
ORI-001347,ORD-251116-1005,CPU-001,INTEL-I9-14900K,"CPU Intel Core i9-14900K (3.2GHz Turbo 6.0GHz, 24 nhân 32 luồng)",CPU - Bộ vi xử lý,Intel,1,12990000,14500000,12990000,5,"Thiết kế đẹp mắt, hiệu năng vượt trội so với tầm giá. Rất hài lòng!"
ORI-001348,ORD-250918-1006,MB-003,GIGABYTE-X670E-AORUS-MASTER,"Mainboard GIGABYTE X670E AORUS Master (AM5, DDR5, ATX)",Mainboard - Bo mạch chủ,GIGABYTE,1,11490000,13000000,11490000,5,"Rất đáng tiền, chạy mượt mà, chính hãng 100%."
ORI-001349,ORD-250908-1007,RAM-002,GSKILL-DDR5-32GB-6000,RAM G.Skill Trident Z5 RGB DDR5 32GB (2x16GB) 6000MHz CL30,RAM - Bộ nhớ trong,G.Skill,1,3690000,4200000,3690000,5,"Sản phẩm cực kỳ chất lượng, đóng gói cẩn thận, giao hàng nhanh."
ORI-001350,ORD-250908-1007,FAN-002,NOCTUA-NF-A12X25-PWM,Fan Case Noctua NF-A12x25 PWM 120mm (Hiệu suất cao),Fan - Quạt tản nhiệt,Noctua,1,990000,1200000,990000,4,"Sản phẩm tốt, nhân viên tư vấn nhiệt tình, sẽ tiếp tục ủng hộ."
ORI-001351,ORD-260421-1008,SSD-001,SAMSUNG-980-PRO-2TB,SSD Samsung 980 Pro 2TB NVMe M.2 PCIe Gen4,SSD - Ổ cứng thể rắn,Samsung,1,3490000,3900000,3490000,3,"Sản phẩm bình thường, không quá nổi bật, dịch vụ giao hàng ở mức trung bình."
ORI-001352,ORD-260421-1008,COOL-001,CORSAIR-H150I-ELITE-360MM,Tản nhiệt nước AIO Corsair iCUE H150i Elite LCD 360mm,Tản nhiệt - Cooling,Corsair,1,4490000,5000000,4490000,4,"Sản phẩm tốt, nhân viên tư vấn nhiệt tình, sẽ tiếp tục ủng hộ."
ORI-001353,ORD-251108-1009,CHAIR-001,SECRETLAB-TITAN-EVO-2022,"Ghế gaming Secretlab Titan Evo 2022 (SoftWeave Plus, Medium)",Ghế gaming - Gaming Chair,Secretlab,1,12990000,14500000,12990000,,
ORI-001354,ORD-250916-1010,PSU-001,CORSAIR-HX1000I-1000W,Nguồn Corsair HX1000i 1000W 80 Plus Platinum Full Modular,PSU - Nguồn máy tính,Corsair,1,4990000,5500000,4990000,3,"Hiệu năng đủ dùng cho tác vụ cơ bản, nhiệt độ hơi ấm khi tải nặng."
ORI-001355,ORD-250916-1010,CASE-002,JONSBO-D41-MESH,"Vỏ Case Jonsbo D41 Mesh Screen (Mid Tower, ATX, Màn hình LCD)",Case - Vỏ máy tính,Jonsbo,1,2290000,2600000,2290000,5,"Hàng chuẩn GearVN, nguyên seal mới cứng, bảo hành đầy đủ. Vote 5 sao!"
